,Publication Number,Title,Country Code,Filing Date,International Classification,Application Number,Applicant,Inventor,Description
207,112469862,"BIODEGRADABLE AND COMPOSTABLE FOOD PACKAGING UNIT FROM A MOULDED OR FLUFF PULP MATERIAL WITH A LAMINATED MULTI-LAYER, AND METHOD FOR MANUFACTURING SUCH FOOD PACKAGING UNIT",CN,09.03.2021,D21J 3/00,201980048373.7,HUHTAMAKI MOLDED FIBER TECH BV,KUIPER HARALD JOHN,"The present invention relates to a biodegradable food packaging unit from a moulded or fluff pulp material and a method for manufacturing such biodegradable packaging unit. The packaging according tothe invention comprises a food receiving and/or carrying compartment that comprises a biodegradable laminated multi-layer, with the multi-layer comprising: - an inner cover layer comprising an amountof a biodegradable aliphatic polyester; - a first intermediate layer of a biodegradable material for connecting and/or sealing adjacent layers; - a functional layer comprising a vinyl alcohol polymer;- a second intermediate layer of a biodegradable material for connecting and/or sealing adjacent layers; and - an outer cover layer comprising an amount of a biodegradable aliphatic polyester, and wherein the food packaging unit is a compostable food packaging unit."
208,208792038,Paper pulp screening plant suitable for food pharmaceutical packaging,CN,26.04.2019,D21D 5/02,201821503690.2,"QINGDAO WING FAT MOLDED FIBER CO., LTD.",ZHANG WEIQIANG,"The utility model provides a paper pulp screening plant suitable for food pharmaceutical packaging, including interior thread tube, gauze layer, plastic case, cutting and slot, the meshing of interiorthread tube is at conveying pipe lower extreme surface, terminal surface under the thread tube including the gauze layer is fixed, the thread tube annular side downside and the lower extreme of transplanting a cutting assign into in the slot including welding on transplanting a cutting, thread tube below including the plastic case sets up, the slot is seted up at plastic case right -hand member face upside, compares with prior art, the utility model discloses following beneficial effect has: through with interior thread tube suit at the discharging pipe lower extreme and utilize the gauze tofilter the purpose that reaches discharge conveying pipe lower extreme ponding, utilize the plastic case to collect exhaust moisture, through transplanting a cutting the dismantlement that realizes the plastic case with the slot separation, be convenient for clear up the plastic case, the utility model discloses the pay -off is stabilized in the realization, has moisture and collects function, easy dismounting."
209,112262082,"BIODEGRADABLE AND COMPOSTABLE FOOD PACKAGING UNIT FROM A MOULDED PULP MATERIAL WITH A CELLULOSE-BASE LAMINATE LAYER, AND METHOD FOR MANUFACTURING SUCH FOOD PACKAGING UNIT",CN,22.01.2021,B65D 65/46,201980023502.7,HUHTAMAKI MOLDED FIBER TECH BV,KUIPER HARALD JOHN,"The present invention relates to a biodegradable food packaging unit (2) from a moulded pulp material and a method for manufacturing such biodegradable packaging unit. The packaging according to the invention comprises a food receiving or carrying compartment having a food contact surface, wherein the moulded pulp material comprises an amount of a biodegradable aliphatic polyester; wherein the food contact surface comprises a cellulose-based laminate layer (10); and wherein the food packaging unit is a compostable food packaging unit. In a preferred embodiment the amount of biodegradable aliphatic polyester is in the range of 0.5-20 wt. %, more preferably in the range of 1-15 wt. %."
210,6276531,Molded fiber nestable egg tray packaging system,US,21.08.2001,B65D 21/04,09516133,Pactiv Corporation,"Andrews, Alan P.","This invention deals with an egg tray system comprising a base (filler flat) and a transparent lid that provides lateral stability for the trays when stacked but that avoids the increasing cost that results from the eggs being damaged or broken. The lid is formed of transparent synthetic material that facilitates visual inspection of the eggs and is comprised of upwardly extending conical shaped elements and contains a downwardly shaped rim that is comprised of notches that assist in securing the lid to the filler flat. The filler flat is comprised of a plurality of downwardly extending pockets and a plurality of upwardly extending posts. A shrink film band is placed around the filler flat with lid applied to secure the lid during handling and make the finished product “tamper evident.” The shrink film band may be pre-printed with product information and other relevant items. Alternatively, one or more elastic bands can be placed between rows of the expansions on the lid of the egg tray system10in order to secure the lid to the filler flat. The egg tray systems of the present invention also rest on top of one another such that each egg tray system is rotated approximately ninety degrees to “nest” inside of the underlying egg tray system and allow an increased number of eggs to be securely stored."
211,2001245366,Molded fiber nestable egg tray packaging system,AU,07.06.2001,B65D 85/32,2001245366,Pactiv Corporation,"Andrews, Alan P.","This invention deals with an egg tray system (10) comprising a base (filler flat) (14) and a transparent lid (12) that provides lateral stability for the trays when stacked but that avoids the increasing cost that results from the eggs being damaged or broken. The lid (12) is formed of transparent synthetic material that facilitates visual inspection of the eggs and is comprised of upwardly extending conical shaped elements and contains a downwardly shaped rim that is comprised of notches that assist in securing the lid to the filler flat. The filler flat (14) is comprised of a plurality of downwardly extending pockets and a plurality of upwardly extending posts. A shrink film band (80) is placed around the filler flat with lid applied to secure the lid during handling and make the finished product 'tamper evident.' The shrink film band (80) may be pre-printed with product information and other relevant items. Alternatively, one or more elastic bands can be placed between rows of the expansions on the lid of the egg tray system (10) in order to secure the lid to the filler flat. The egg tray systems (10) of the present invention also rest on top of one another such that each egg tray system is rotated approximately ninety degrees to 'nest' inside of the underlying egg tray system (10) and allow an increased number of eggs to be securely stored."
212,WO/2001/064545,MOLDED FIBER NESTABLE EGG TRAY PACKAGING SYSTEM,WO,07.09.2001,B65D 85/32,PCT/US2001/006344,PACTIV CORPORATION,"ANDREWS, Alan, P.","This invention deals with an egg tray system (10) comprising a base (filler flat) (14) and a transparent lid (12) that provides lateral stability for the trays when stacked but that avoids the increasing cost that results from the eggs being damaged or broken. The lid (12) is formed of transparent synthetic material that facilitates visual inspection of the eggs and is comprised of upwardly extending conical shaped elements and contains a downwardly shaped rim that is comprised of notches that assist in securing the lid to the filler flat. The filler flat (14) is comprised of a plurality of downwardly extending pockets and a plurality of upwardly extending posts. A shrink film band (80) is placed around the filler flat with lid applied to secure the lid during handling and make the finished product 'tamper evident.' The shrink film band (80) may be pre-printed with product information and other relevant items. Alternatively, one or more elastic bands can be placed between rows of the expansions on the lid of the egg tray system (10) in order to secure the lid to the filler flat. The egg tray systems (10) of the present invention also rest on top of one another such that each egg tray system is rotated approximately ninety degrees to 'nest' inside of the underlying egg tray system (10) and allow an increased number of eggs to be securely stored."
213,1276680,MOLDED FIBER NESTABLE EGG TRAY PACKAGING SYSTEM,EP,22.01.2003,B65D 85/32,01918270,PACTIV CORP,ANDREWS ALAN P,"This invention deals with an egg tray system comprising a base (filler flat) and a transparent lid that provides lateral stability for the trays when stacked but that avoids the increasing cost that results from the eggs being damaged or broken. The lid is formed of transparent synthetic material that facilitates visual inspection of the eggs and is comprised of upwardly extending conical shaped elements and contains a downwardly shaped rim that is comprised of notches that assist in securing the lid to the filler flat. The filler flat is comprised of a plurality of downwardly extending pockets and a plurality of upwardly extending posts. A shrink film band is placed around the filler flat with lid applied to secure the lid during handling and make the finished product ""tamper evident."" The shrink film band may be pre-printed with product information and other relevant items. Alternatively, one or more elastic bands can be placed between rows of the expansions on the lid of the egg tray system 10 in order to secure the lid to the filler flat. The egg tray systems of the present invention also rest on top of one another such that each egg tray system is rotated approximately ninety degrees to ""nest"" inside of the underlying egg tray system and allow an increased number of eggs to be securely stored."
214,WO/2018/202805,PACKAGING SYSTEM COMPRISING A FIBER MOLDING,WO,08.11.2018,B65D 5/60,PCT/EP2018/061404,GEA FOOD SOLUTIONS GERMANY GMBH,"ENDE, Klaus D.","The invention relates to a packaging system consisting of a packaging container and a separate packaging element for closing the packaging container, wherein the packaging container has a fiber molding as an outer molded structure and a molded single- or multilayer plastic film as a molded insert. The inner face of each lateral wall of the fiber molding is bonded to the insert solely in the upper sub-region of the lateral wall in each case, preferably on the upper edge of each lateral wall or on a peripheral flange optionally provided there. The insert together with the respective remaining regions of the inner face of each lateral wall extending to the base form a contact surface which has substantially the same shape but which is loose, and the fiber molding has at least one gas-venting opening, preferably multiple gas-venting openings, arranged in regular sections at least in the base region."
215,WO/2019/164908,"METHODS FOR PREPARING CANNABIS HURD FIBER, PURIFIED CANNABIS HURD FIBER, AND ARTICLES CONTAINING THE PURIFIED CANNABIS HURD FIBER",WO,29.08.2019,D21H 27/00,PCT/US2019/018723,"PAUWELS, David","PAUWELS, David","Provided are purified cannabis hurd fiber, and refined cannabis hurd fibers, and methods for preparing cellulosic fiber from the hurd of cannabis plants. The methods include decorticating the bast from the hurd, at least partially fibrillating the hurd fibers, abiotic retting of the hurd fibers, and exposing the hurd fibers to synthetic sunlight and ozonation to produce a purified hurd fiber. The purified cannabis hurd fibers are substantially free of bast fiber, and have little to no pectin. Also provided are compositions containing the cannabis hurd fiber or refined cannabis hurd fiber, including packaging products, molded pulp cartons such as egg cartons, smoking papers, paper packaging materials, single ply or multi-ply paperboard, absorbent paper products and ink receptive papers."
216,3131506,"METHODS FOR PREPARING CANNABIS HURD FIBER, PURIFIED CANNABIS HURD FIBER, AND ARTICLES CONTAINING THE PURIFIED CANNABIS HURD FIBER",CA,29.08.2019,D21H 27/00,3131506,"PAUWELS, DAVID","PAUWELS, DAVID","Provided are purified cannabis hurd fiber, and refined cannabis hurd fibers, and methods for preparing cellulosic fiber from the hurd of cannabis plants. The methods include decorticating the bast from the hurd, at least partially fibrillating the hurd fibers, abiotic retting of the hurd fibers, and exposing the hurd fibers to synthetic sunlight and ozonation to produce a purified hurd fiber. The purified cannabis hurd fibers are substantially free of bast fiber, and have little to no pectin. Also provided are compositions containing the cannabis hurd fiber or refined cannabis hurd fiber, including packaging products, molded pulp cartons such as egg cartons, smoking papers, paper packaging materials, single ply or multi-ply paperboard, absorbent paper products and ink receptive papers."
217,WO/2013/019107,"PACKAGING UNIT FOR PRODUCTS LIKE EGGS, AND MOULD AND METHOD THERE FOR",WO,07.02.2013,B65D 85/32,PCT/NL2012/050528,HUHTAMAKI MOLDED FIBER TECHNOLOGY B.V.,"DIJKSTRA, Wijbe","The present invention relates to a packaging unit (4, 6) for products like eggs, and a mould and method therefore. The packaging unit for products like eggs comprises: • - a carton made of moulded pulp with a bottom part (10) comprising compartments (48) for individual products, and a cover part (18) comprising top (26), front (20) and rear (24) surfaces; and; - a label (28) made of paperboard."
218,116840963,Composite material containing fiber grating sensor and packaging method thereof,CN,03.10.2023,G02B 6/02,202310597169.9,"CARBON TECHNOLOGY GROUP CO., LTD.",LUO SHIGANG,"The invention provides a composite material containing a fiber grating sensor and a packaging method thereof, and the packaging method comprises the steps: applying a tension force to a packaging material to be processed, and keeping the packaging material in a tension state; fixing the gate region of the fiber grating sensor to be packaged and the packaging material which is kept in a stretching state together; and after the gate region of the fiber grating sensor and the packaging material are fixed and molded, the tensioning force on the packaging material is removed, so that the fiber grating sensor is pre-compressed in the packaging material. According to the invention, the fiber bragg grating sensor is pre-compressed in the packaging material, so that the fiber bragg grating sensor can maintain a negative initial strain state, thereby counteracting partial strain borne during working, and improving the strain range of the packaged fiber bragg grating sensor. Therefore, the fatigue life of the fiber grating sensor is prolonged in a high-strain test environment."
219,20190264385,"Methods for preparing cannabis hurd fiber, purified cannabis hurd fiber, and articles containing the purified cannabis hurd fiber",US,29.08.2019,D21B 1/02,16280337,David Pauwels,David Pauwels,"Provided are purified Cannabis hurd fiber, and refined Cannabis hurd fibers, and methods for preparing cellulosic fiber from the hurd of Cannabis plants. The methods include decorticating the bast from the hurd, at least partially fibrillating the hurd fibers, abiotic retting of the hurd fibers, and exposing the hurd fibers to synthetic sunlight and ozonation to produce a purified hurd fiber. The purified Cannabis hurd fibers are substantially free of bast fiber, and have little to no pectin. Also provided are compositions containing the Cannabis hurd fiber or refined Cannabis hurd fiber, including packaging products, molded pulp cartons such as egg cartons, smoking papers, paper packaging materials, single ply or multi-ply paperboard, absorbent paper products and ink receptive papers."
220,3619123,PACKAGING SYSTEM COMPRISING A FIBER MOLDING AND METHOD OF PRODUCING A PACKAGING,EP,11.03.2020,B65D 5/60,18722501,ENDE KLAUS D,ENDE KLAUS D,"The invention relates to a packaging system consisting of a packaging container and a separate packaging element for closing the packaging container, wherein the packaging container has a fiber molding as an outer molded structure and a molded single- or multilayer plastic film as a molded insert. The inner face of each lateral wall of the fiber molding is bonded to the insert solely in the upper sub-region of the lateral wall in each case, preferably on the upper edge of each lateral wall or on a peripheral flange optionally provided there. The insert together with the respective remaining regions of the inner face of each lateral wall extending to the base form a contact surface which has substantially the same shape but which is loose, and the fiber molding has at least one gas-venting opening, preferably multiple gas-venting openings, arranged in regular sections at least in the base region."
221,20130240395,Bottle shipment packaging and method,US,19.09.2013,B65D 81/127,13875950,Grafcor Packaging Inc.,Hall William E.,"A bottle packaging for shipment includes a bottom tray, and a top tray made of molded pulp fiber, such as newspaper pulp, and a cardboard partition support structure disposed between the trays. Cavities formed in the bottom and top trays are arranged to engage both ends of a bottle and include crushable elements that can axially engage each bottle. The support partition may be made of corrugated cardboard material and be arranged such that the cardboard flutes provide support for loads imparted to the sides of the carton when the carton is laying on its side. The partition forms a void surrounding each bottle in the area of its labels. In this way, structural support and cushioning can be provided to the packaged bottles from all directions."
222,11518605,Packaging unit,US,06.12.2022,B65D 85/30,17317405,"Moulded Fibre Technologies, Inc.",William J. Schnell,"A packaging unit includes a carton having top and bottom surfaces and side walls extending between said top and bottom surfaces. The unit further includes molded pulp fiber bottom and top trays, with each tray defining a plurality of securement chambers. The unit further includes a self-adjustable, middle dunnage including a main body disposed between the molded fiber bottom and top trays. The main body includes a plurality of holes extending through the main body and a plurality of slots extending from a perimeter of each of the holes to define a plurality of self-adjustable tabs surrounding each of the holes. The middle dunnage further includes a first plurality of foldable flaps extending from the main body towards the bottom surface and a second plurality of foldable flaps extending the main body towards the top surface of the carton."
223,WO/2006/001696,CONTAINER FOR PACKAGING FOODS,WO,05.01.2006,B65D 85/32,PCT/NL2005/000457,HUHTAMAKI MOLDED FIBER TECHNOLOGY B.V.,"POST, Johannes, Jelle","Container (1), in particular egg packaging made of moulded fibre material, for packing foods, consisting of a bottom part (2) and a hinged lid part (3) joined thereto. The lid (3) part consists of a flat part (4) and side walls (5, 7) dropping down therefrom. There is always a transition part (20) between the side walls (5, 7). A label that covers as a large as possible proportion of the lid part (3) is applied to the lid part (3). For this purpose the label (11) essentially covers the top part (4), two side parts (6, 7) located opposite one another and the transition parts (20) adjacent to these. The label can be applied to the transition parts with a brushing technique."
224,WO/2006/091102,PROCESS FOR THE MANUFACTURE OF A MOTTLED FIBRE PACKAGING,WO,31.08.2006,D21J 7/00,PCT/NL2006/050036,HUHTAMAKI MOLDED FIBER TECHNOLOGY B.V.,"POST, Johannes Jelle","The present invention relates to a process for the manufacture of a mottled fibre packaging, wherein: (a) a first coloured paper pulp is mixed at a dosage rate of 1.0 - 10.0 wt.% on dry fibre weight with a second paper pulp to form a coloured papermaking stock; and (b) moulding the coloured papermaking stock to the mottled packaging material. The process according to the invention provides fibre packaging materials, in particular to egg boxes, having a mottled appearance."
225,2206658,Packaging,EP,14.07.2010,B65D 77/20,10150559,HUHTAMAEKI OYJ,LAHTELA JUHANI,"The package has a lower part (1) closed with a cover (11). The cover is made of plastic, paper, carton and fiber layers. The lower part, a plastic layer of an upper part and the plastic layer of the cover are made of polymers such as polyethylene, polypropylene, polyethylene terephthalate and polyamide, dispersion plastic, and/or biological degradable and/or renewable materials such as biodegradable polymers, paper, pressed fiber, molded pulp and molded fiber-materials. The lower part is provided with a plastic coating (3). A water-based adhesive is formed as an adhesive layer."
226,20120037529,Bottle shipment packaging and method,US,16.02.2012,B65D 81/127,13197384,Hall William E.,Hall William E.,"A bottle packaging for shipment includes a bottom tray, and a top tray made of molded pulp fiber, such as newspaper pulp, and a cardboard partition support structure disposed between the trays. Cavities formed in the bottom and top trays are arranged to engage both ends of a bottle and include crushable elements that can axially engage each bottle. The support partition may be made of corrugated cardboard material and be arranged such that the cardboard flutes provide support for loads imparted to the sides of the carton when the carton is laying on its side. The partition forms a void surrounding each bottle in the area of its labels. In this way, structural support and cushioning can be provided to the packaged bottles from all directions."
227,2001049597,LOW DENSITY MOLDED ARTICLE USING SYNTHETIC FIBER AS RAW MATERIAL,JP,20.02.2001,D21J 3/00,1999250551,OJI PACKAGING SYSTEMS CO LTD,IWASAKI KOJI,"PROBLEM TO BE SOLVED: To obtain a low density molded article which has an excellent cushioning property and excellent recyclability, by molding, dehydrating and drying a slurry containing recycled synthetic fibers as a raw material. SOLUTION: This low density molded article is obtained by injecting a slurry 16 comprising recycled synthetic fibers having a number-average fiber length of 50 mm into a mold container 10 from an upper guide 15, simultaneously sucking water from the lower suction port 14 of the container to accumulate the raw material fibers, slightly compressing the accumulated fibers with the upper mold of a press machine to smoothen the upper surface of the molded article, blowing hot air to dry the molded article, and then taking out the molded article from the container mold 10. The recycled synthetic fibers comprises fibers obtained from synthetic fiber-containing wastes such as bedding or carpets, or fibers produced from synthetic resin wastes, such as pet bottles, except the fibers as a raw material.COPYRIGHT: (C)2001,JPO"
228,114647036,Molded fiber optic connector assembly for pluggable optical mcp,CN,21.06.2022,G02B 6/38,202111374561.4,INTEL COMPANY,FUJITA AKITOSHI,"Embodiments disclosed herein include optical connectors for photonic packaging. In an embodiment, an optical connector includes a receptacle and a ferrule inserted into the receptacle. In an embodiment, the optical connector also includes a first row of optical fibers in the ferrule, and a second row of optical fibers in the ferrule above the first row. In an embodiment, the optical connector also includes a fiber distribution housing, where the first row of fibers and the second row of fibers are laterally deployed within the fiber distribution housing."
229,2020008832,"METODOS PARA PREPARAR FIBRA DE AGRAMIZA DE CANNABIS, FIBRA DE AGRAMIZA DE CANNABIS PURIFICADA Y ARTICULOS QUE CONTIENEN LA FIBRA DE AGRAMIZA DE CANNABIS PURIFICADA.",MX,05.10.2020,D21H 27/00,2020008832,David PAUWELS,David PAUWELS,"Provided are purified cannabis hurd fiber, and refined cannabis hurd fibers, and methods for preparing cellulosic fiber from the hurd of cannabis plants. The methods include decorticating the bast from the hurd, at least partially fibrillating the hurd fibers, abiotic retting of the hurd fibers, and exposing the hurd fibers to synthetic sunlight and ozonation to produce a purified hurd fiber. The purified cannabis hurd fibers are substantially free of bast fiber, and have little to no pectin. Also provided are compositions containing the cannabis hurd fiber or refined cannabis hurd fiber, including packaging products, molded pulp cartons such as egg cartons, smoking papers, paper packaging materials, single ply or multi-ply paperboard, absorbent paper products and ink receptive papers."
230,1412389,Production process of moulded plant fibre,CN,23.04.2003,D21J 3/00,02142005.X,Xu Yan,Xu Yan,"Molded plant fiber shaped bodies can be used as packaging for industrial goods, consumer products, food, disposable food containers, toys and many others. Molded plant fiber shaped bodies are biodegradable and compostable as they are made of plant fibers or agriculture residues and degradable adhesive binders. This invention discloses a manufacturing process making use of low viscosity and low consistency plant fiber slurry with vacuum and thermal forming processes. The invention can be easily used to upgrade conventional molded pulp production to elevate economic benefit."
231,2006062722,MOLDED MEMBER,JP,09.03.2006,B65D 81/113,2004248954,SONY CORP,ITO SATORU,"PROBLEM TO BE SOLVED: To provide a molded member capable of preventing an item from being damaged and further capable of protecting the item.SOLUTION: A natural cloth 6 is provided on a surface opposing against the item 3, of a base material 5 used as a shock-absorbing material applied for packaging an item 3 and molded by plant fiber paper, the natural cloth 6 is placed between the item 3 and the base material 5 to prevent the item 3 from being damaged with the base material 5 and protect the item 3.COPYRIGHT: (C)2006,JPO&NCIPI"
232,1996156986,PACKAGING MATERIAL FOR FIBER-PARTICLE CONNECTED ITEM AND ITS MANUFACTURE,JP,18.06.1996,B65D 85/20,1994302466,SAN MEDICAL KK,HASHIMOTO TAKASHI,"PURPOSE: To obtain a fiber-particle connected item packaging material by which a fiber-particle connected item is easily packaged in such a state that it is prevented from dropping off and getting entangled and is easy to mount on a setting device, and can be simply mounted on the setting device at the same time of unpacking by simply inserting and moving a holding part of the setting device. CONSTITUTION: A packaging material 1 is used to package a fiber-particle connected item 2 that is made up of a fiber part 5 and particles 6a and 6b connected at both ends of the fiber part 5, and integrally molded of a resin sheet with elastically deformable property into one piece consisting of a fiber containing groove 7 to contain the fiber part 5 and particle containing recessed parts 8a and 8b which are formed at both ends of the fiber containing groove 7 and elastically hold and contain the particles 6a and 6b. Guide grooves 9a and 9b that connect to the fiber containing groove 7 are formed between the particle containing recessed parts 8a and 8b and their bottoms are deep at connecting parts 11a and 11b to the fiber containing groove 7 and gradually become shallow toward openings 13a and 13b as the distance from the fiber containing groove 7 increases.COPYRIGHT: (C)1996,JPO"
233,116695490,High-barrier molded pulp packaging material as well as preparation method and application thereof,CN,05.09.2023,D21J 3/00,202310660062.4,ZHONGKAI UNIVERSITY OF AGRICULTURE AND ENGINEERING,CHENG ZHENG,"The invention discloses a high-barrier molded pulp packaging material as well as a preparation method and application thereof, and belongs to the technical field of molded pulp packaging materials. According to the invention, plant fibers (bamboo pulp fibers BF and sorghum straw fibers SF) are compounded with aramid fibers, so that the advantages of different fibers are fully utilized; by spraying PVA emulsion, the pulp molding is endowed with excellent oxygen barrier capability; the surface of the paper pulp molded product is covered with the PBAT film, and the PBAT film has good biodegradability and can improve the waterproof and oil-proof capacity of the paper pulp molded product; in addition, the aramid fiber also has excellent barrier property. The paper pulp molded product prepared by the invention has excellent mechanical property and barrier property, can be used for packaging fresh food, fruits and vegetables, plays an important role in the aspect of high-performance packaging products with paper instead of plastic, and is beneficial to realizing high value-added application."
234,116972767,Fiber bragg grating strain gauge and manufacturing method thereof,CN,31.10.2023,G01B 11/16,202311139622.8,GUILIN UNIVERSITY OF TECHNOLOGY,ZHU WANXU,"A fiber bragg grating strain gauge and a manufacturing method thereof relate to the field of sensor elements and manufacturing methods thereof, the fiber bragg grating strain gauge comprises an optical fiber, a substrate and a packaging tube, the optical fiber is embedded in the substrate through integral pouring, the substrate is of a fully-sealed structure, and the exposed end of the optical fiber is packaged and sealed through the packaging tube. The substrate is made of an epoxy resin-based composite material; and the packaging tube is made of a fusible polytetrafluoroethylene material. The manufacturing method comprises the following steps: S1, manufacturing a substrate mold; s2, packaging the exposed end of the optical fiber; and S3, pouring the substrate: integrally pouring the substrate material and the optical fiber on the prefabricated substrate mold. The optical fiber and the substrate are integrally cast and molded, so that the optical fiber and the substrate can form a whole, and the optical fiber sensor has the characteristics of high measurement precision, reliable measurement result, good integrity, high strength, high response speed, long service life, suitability for high-temperature environments and the like, and is relatively wide in application range."
235,WO/2003/069736,HIGH PERFORMANCE OPTOELECTRONIC PACKAGING ASSEMBLY,WO,21.08.2003,H01S 5/022,PCT/US2003/004236,SILICON BANDWIDTH INC.,"CRANE, Stanford, W.","Optoelectronic packaging assemblies (50) for optically and electrically interfacing a protected elecrro-optical device or system to both an optical fiber and to external circuitry. Such assemblies comprise body components that are made of plastic which is coated or plated with a conductive material. Electrical contact pins (54) in the form of transmission lines are used to couple external electrical signals with the package. The optoelectronic packaging assemblies are dimensioned with small cavities and with steps, breaks, walls, and/or fins molded into the body components. The assemblies further include an optical input receptacle (64) for receiving an optical ferrule and an optical fiber. The packaging assembly provides for cooling, such as by heat sink fins (68) and/or a thermoelectric cooler. The transmission line pins and body components are dimensioned to mate with a standardized circuit board having transmission line traces."
236,PI 20010373,POLYMER COMPOSITIONS AND MOLDED BODIES MADE THEREFROM,MY,21.08.2001,C08L 89/00,PI 20010373,SMARTFIBER AG,"MARTL, MICHAEL GERT","THE PRESENT INVENTION RELATES TO A POLYMER COMPOSITION COMPRISING A BIODEGRADABLE POLYMER AND A MATERIAL OF MARINE PLANTS AND/OR SHELLS OF MARINE ANIMALS OR AT LEAST TWO COMPONENTS SELECTED FROM THE GROUP CONSISTING OF SACCHARIDES AND THEIR DERIVATIVES, PROTEINS, AMINO ACIDS, VITAMINS AND METAL IONS. THE INVENTION FURTHER RELATES TO A MOLDED ARTICLE WHICH COMPRISES SAID POLYMER COMPOSITION. SAID MOLDED ARTICLE CAN BE USED AS PACKAGING MATERIAL OR FIBER MATERIAL, IN THE FORM OF FIBER MATERIAL AS MIXING COMPONENT FOR PRODUCING YARNS AND IN THE FORM OF FIBER MATERIAL FOR PRODUCING NONWOVEN OR WOVEN FABRICS."
237,20210148046,"PURIFIED MEDICINAL CANNABIS NON-HEMP HURD FIBER, AND ARTICLES CONTAINING THE SAME",US,20.05.2021,D21B 1/02,17158956,David Pauwels,David Pauwels,"Provided are purified ozonated medicinal cannabis non-hemp hurd fiber, and refined ozonated medicinal cannabis non-hemp hurd fiber, and compositions containing the ozonated medicinal cannabis non-hemp hurd fiber or refined ozonated medicinal cannabis non-hemp hurd fiber, the compositions including packaging products, molded pulp cartons such as egg cartons, smoking papers, paper packaging materials, single ply or multi-ply paperboard, absorbent paper products, and ink receptive papers."
238,20200063373,Molded articles from a fiber slurry,US,27.02.2020,D21J 3/10,16522966,Eastman Chemical Company,Kenny Randolph Parker,"Contoured articles formed in a mold from a fiber slurry are provided. The articles comprise a blend of cellulose fibers and cellulose ester, such as cellulose ester staple fibers. The articles are suitable in a wide array of end uses, including as cups, lids, boxes or pouches, storage containers, trays, plates, food trays, cutlery, coffee cups, coffee cup lid, packaging, bowls, clam shells, bottle caps, straws, covers, and packaging inserts."
239,WO/2020/041251,MOLDED ARTICLES FROM A FIBER SLURRY,WO,27.02.2020,C08J 5/04,PCT/US2019/047176,EASTMAN CHEMICAL COMPANY,"PARKER, Kenny, Randolph","Embodiments of the present invention relate to contoured articles formed from a fiber slurry. The articles comprise a blend of cellulose fibers and cellulose ester. In some cases, the cellulose ester comprises cellulose ester staple fibers. The articles may be suitable in a wide array of end uses, including as cups, lids, boxes or pouches, storage containers, trays, plates, food trays, cutlery, coffee cups, coffee cup lid, packaging, bowls, clam shells, bottle caps, straws, covers, and packaging inserts."
240,WO/2004/106633,PROCESS FOR PREPARING A MOULDED PULP PACKAGING MATERIAL,WO,09.12.2004,D21H 21/28,PCT/NL2003/000403,HUHTAMAKI MOLDED FIBER TECHNOLOGY B.V.,"KOOPMANS, Benno, Alexander","The present invention relates to a process for preparing a moulded pulp packaging material comprising subjecting a mixture comprising paper furnish, 5 to 20 wt.% of a colouring agent, based on the amount of the paper furnish, and a cationic colouring fixing additive to a pulp moulding process. According to one preferred embodiment of the invention, the process comprises (a) providing a paper furnish, (b) the addition of a colouring agent and (c) the addition of a cationic colouring agent fixing additive. According to another preferred embodiment of the invention, the process comprises (a) providing a paper furnish, (b) the addition of a cationic colouring agent fixing additive, (c) the addition of a silica micro-particle comprising material, (d) the addition of a cationic drainage/flocculation agent and (e) the addition of a colouring agent."
241,20030044130,High performance optoelectronic packaging assembly,US,06.03.2003,G02B 6/42,10073963,Silicon Bandwidth Inc.,"Crane, Jr. Stanford W.","Optoelectronic packaging assemblies for optically and electrically interfacing a protected electro-optical device or system to both an optical fiber and to external circuitry. Such assemblies are comprised of body components that are comprised of plastic that coated or plated with a conductive material. Electrical contact pins in the form of transmission lines are used to couple external electrical signals with the package. The optoelectronic packaging assemblies are dimensioned with small cavities and with steps, breaks, walls, and/or fins molded into the body components. The optoelectronic packaging assemblies further include an optical input receptacle for receiving an optical ferrule and an optical fiber. The optoelectronic packaging assembly provides for cooling, such as by heat sink fins and/or a thermal-electric-cooler. The transmission line pins and body components are dimensioned to mate with a standardized circuit board having transmission line traces."
242,5857583,Food service container with beverage cup holding pocket and covered food compartment,US,12.01.1999,B65D 1/36,08932475,Tenneco Packaging,Chantaca Annette M.,"A food service container comprises a tray and a lid preferably composed of a leak-resistant, absorptive moldable material such as molded fiber. The tray has a first body portion and a first rim encompassing and projecting laterally outwardly from the first body portion. The first body portion has a primary food storage compartment and at least one beverage cup holding pocket. The beverage cup holding pocket forms resilient, deflectable side wall sections allowing the pocket to firmly hold beverage cups of different sizes. The lid is hingedly mounted to the tray. The lid includes a second body portion and a second rim encompassing and projecting laterally outwardly from the second body portion. The lid is moveable between an open position and a closed position. When the lid is in the closed position, the lid covers the primary food storage compartment."
